DESTINO;ORIGEN; CANTI ; FOBDOL ; FOBPES 
ATG;BOG;396;10396;41136217
ATG;BOG;12;1322;5233210
ATG;BOG;12;1308;5178765
ATG;BOG;210;3872;15323344
ATG;BOG;276;9199;36399026
SAU;BOG;11;3044;12044377
SAU;BOG;2;736;2912175
SAU;BOG;7;2372;9385434
SAU;BOG;3;744;2943829
SAU;BOG;3;588;2326574
SAU;BOG;210;21;82224
SAU;BOG;5500;859;3367191
SAU;BOG;30001;24099;95375674
SAU;BOG;60;6;23492
SAU;BOG;319;2526;9920735
SAU;BOG;2088;1421;5684309
SAU;BOG;70;7;27408
SAU;BOG;23307;18140;72069743
SAU;BOG;2205;1377;5392645
SAU;BOG;4;11207;44192139
SAU;BOG;4;2248;8865824
SAU;BOG;53;68634;271507867
SAU;BOG;3;11274;43090747
SAU;BOG;1;50;199925
SAU;BOG;3750;1395;5579874
SAU;BOG;800;152;607986
SAU;BOG;1560;1474;5897867
SAU;BOG;500;150;599986
SAU;BOG;109;1630;6519853
SAU;BOG;2846;10472;41705257
SAU;BOG;3960;18596;71075453
SAU;BOG;180;2466;9862594
SAU;BOG;1;4878;19427431
SAU;BOG;6;13693;55391359
SAU;BOG;44004;220790;863959005
SAU;BOG;12960;32373;128949701
SAU;BOG;238;1077;4180294
SAU;BOG;164;876;3400892
SAU;BOG;328;715;2770826
SAU;BOG;137;373;1447143
SAU;BOG;180;999;3879997
SAU;BOG;397;1592;6176459
SAU;BOG;44;146;560847
SAU;BOG;4288;17671;70501332
SAU;BOG;1576;22374;87647637
SAU;BOG;1276;3411;13208806
SAU;BOG;258;3411;13208767
SAU;BOG;134;3411;13208767
SAU;BOG;1;6000;23937300
SAU;BOG;111;3411;13208767
SAU;BOG;600;156;613484
SAU;BOG;3;288;1127643
SAU;BOG;5;1160;4541898
SAU;BOG;3;336;1315584
SAU;BOG;6;963;3770559
SAU;BOG;6;612;2396243
SAU;BOG;4;928;3633519
SAU;BOG;3797;8479;33200966
ARG;BOG;21710;7234;28934276
ARG;BOG;184;368;1471451
ARG;BOG;20971;3054;12211449
ARG;BOG;3800;1000;4023210
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;1;104;411742
ARG;BOG;2;3968;15806303
ARG;BOG;7000;91000;363948130
ARG;BOG;75;2237;8927814
ARG;BOG;1043;23072;89322481
ARG;BOG;2;15265;60388802
ARG;BOG;600;48993;189675072
ARG;BOG;400;92;367862
ARG;BOG;900;54;215919
ARG;BOG;622;5700;23057754
ARG;BOG;8;88;358285
ARG;BOG;1;2486;9761505
ARG;BOG;9;3544;13940087
ARG;BOG;9;2050;8064916
ARG;BOG;591;489;1930980
ARG;BOG;1;4;17077
ARG;BOG;1;146;576565
ARG;BOG;1;596;2355619
ARG;BOG;8;206;810278
ARG;BOG;3;1572;6208763
ARG;BOG;7;1583;6253737
ARG;BOG;4;598;2349023
ARG;BOG;3;963;3729948
ARG;BOG;1;11541;45962032
ARG;BOG;237;923;3692156
ARG;BOG;2154;1844781;7224103382
AUS;BOG;137680;23241;91240901
AUS;BOG;11680;3270;13039787
AUS;BOG;5200;728;2857960
AUS;BOG;9450;5202;20594988
AUS;BOG;3965;2656;10580307
AUS;BOG;3;799;3054582
AUS;BOG;440;79;310842
AUS;BOG;1800;378;1483941
AUS;BOG;126304;8484;33793442
AUS;BOG;12100;4114;16551485
AUS;BOG;577600;107498;430157783
AUS;BOG;4858;6430;25438998
AUS;BOG;65120;11695;45992426
AUS;BOG;4020;723;2862474
AUS;BOG;300;93;378228
AUS;BOG;632;12953;52401132
AUS;BOG;1;101;412207
AUS;BOG;445;6245;25265190
AUS;BOG;1;1461;5843542
AUS;BOG;5320;957;3814264
AUS;BOG;12;750;2993160
AUS;BOG;800;144;566292
AUS;BOG;31100;5586;21967447
AUS;BOG;56150;14827;59058165
AUS;BOG;340000;69560;277067914
AUS;BOG;5;5;19992
AUS;BOG;270;378;1511436
AUS;BOG;46;19;75971
AUS;BOG;10;5016;19726146
AUS;BOG;3650;1075;4301903
AUS;BOG;31800;6745;26981392
AUS;BOG;252980;49729;198799226
AUS;BOG;175;917;3552055
AUS;BOG;31;26522;103845465
AUS;BOG;48;7222;28476562
AUS;BOG;5;552;2176552
AUS;BOG;8;860;3391794
AUS;BOG;23;2539;10012141
AUS;BOG;77;697;2820327
AUS;BOG;22260;3339;13211621
AUS;BOG;28250;6807;26959593
AUS;BOG;440;567;2245357
AUS;BOG;420;694;2753316
AUS;BOG;750;1327;5251430
AUS;BOG;75;269;1065120
AUS;BOG;19800;2844;11297556
AUS;BOG;1800;378;1495322
AUS;BOG;45;90;357809
AUS;BOG;61;684;2705821
AUS;BOG;360;61;242099
AUS;BOG;7150;1287;5091217
AUS;BOG;43500;14495;57735759
AUS;BOG;319070;72546;288957085
AUS;BOG;110846;40765;159073954
AUS;BOG;26500;5467;21861853
AUS;BOG;63500;12575;50079937
AUS;BOG;2448;6289;24732845
AUS;BOG;961;6417;25392507
AUS;BOG;24075;5289;20642337
AUS;BOG;26850;5997;23883052
AUS;BOG;2600;840;3345300
AUS;BOG;800;200;798176
AUS;BOG;300;75;299316
AUS;BOG;28660;6893;27065101
AUS;BOG;131;8371;33400392
AUS;BOG;4000;138;551874
AUS;BOG;168;913;3512118
AUS;BOG;422;11356;44006500
AUS;BOG;25;163;652134
AUS;BOG;303;3187;12509041
AUS;BOG;276;329;1312366
AUS;BOG;1489;42292;166689269
AUS;BOG;22;300;1199936
AUS;BOG;673;13946;55071854
AUS;BOG;4147;54351;215108573
AUS;BOG;310;4727;18589352
AUS;BOG;110;625;2495463
AUS;BOG;120;992;3960825
AUS;BOG;273;2988;11922610
AUT;BOG;324;751;2992052
AUT;BOG;55;208;831147
AUT;BOG;7520;1278;4949261
AUT;BOG;24480;4182;16191178
AUT;BOG;16000;2603;10302146
AUT;BOG;63200;10794;42766884
AZE;BOG;6;504;2015249
AZE;BOG;7;2064;8252924
AZE;BOG;1;368;1471451
AZE;BOG;2;736;2942903
AZE;BOG;2;496;1983260
AZE;BOG;2;496;1983260
AZE;BOG;2;392;1567415
AZE;BOG;2;256;1023618
AZE;BOG;2;208;831690
AZE;BOG;5080;3508;13881454
AZE;BOG;900;636;2543052
AZE;BOG;1776;1587;6280327
AZE;BOG;2532;2216;8866256
AZE;BOG;600;204;815981
AZE;BOG;6800;1008;4031909
AZE;BOG;52300;8019;32075278
AZE;BOG;7200;1005;4004818
AZE;BOG;50900;7356;29300529
BHS;BOG;775;202;806886
BHS;BOG;2;365;1447382
BHS;BOG;222;4497;17797466
BHS;BOG;36;1219;4825981
BHS;BOG;24;1339;5335753
BHS;BOG;12;351;1398335
BHS;BOG;51;1335;5317354
BHS;BOG;80;5163;20307422
BHS;BOG;32;1120;4404500
BHR;BOG;800;256;1012930
BHR;BOG;732;401;1589667
BHR;BOG;180;64;256398
BHR;BOG;30;432;1709320
BHR;BOG;3312;2170;8680762
BHR;BOG;3605;2104;8397603
BHR;BOG;240;67;268097
BHR;BOG;27;72;289853
BHR;BOG;8;38;154386
BHR;BOG;102;256;1020761
BHR;BOG;3;21;87191
BHR;BOG;250;45;179529
BHR;BOG;11000;1320;5266206
BHR;BOG;108;108;428707
BHR;BOG;2930;899;3586391
BHR;BOG;14125;3531;13826362
BHR;BOG;13045;2692;10763323
BHR;BOG;250;25;98575
BHR;BOG;180;18;70974
BHR;BOG;6696;4350;17152574
BHR;BOG;407;1504;5931066
BHR;BOG;28;212;835922
BRB;BOG;1;0;39
BRB;BOG;4;517;2047069
BRB;BOG;16;2888;11486898
BRB;BOG;448;32265;128355689
BRB;BOG;3889;61075;243153546
BRB;BOG;10;915;3634923
BRB;BOG;12;1415;5626209
BRB;BOG;3511;47029;187326708
BRB;BOG;1;1018;3941949
BEL;BOG;544;15916;62321860
BEL;BOG;88;2658;10589841
BEL;BOG;364;2458;9832578
BEL;BOG;320;956;3823913
BEL;BOG;360;1080;4319902
BEL;BOG;433;3532;14131042
BEL;BOG;11880;16368;64654663
BEL;BOG;16350;2971;11663462
BEL;BOG;656;5576;21438660
BEL;BOG;240;2040;7843412
BEL;BOG;41;65102;260372491
BEL;BOG;57;5440;21668336
BEL;BOG;2415;150;599986
BEL;BOG;163;6672;25654956
BEL;BOG;1323;7172;27578014
BEL;BOG;162300;52501;211222548
BEL;BOG;1200;15708;62823046
BEL;BOG;86895;17037;66961002
BLZ;BOG;1;216;845732
BLZ;BOG;929;19783;77635943
BLZ;BOG;10;310;1213783
BMU;BOG;20;784;3099524
BMU;BOG;42;2383;9410002
BMU;BOG;100;625;2471549
BMU;BOG;49;2807;11087105
BMU;BOG;169;3366;13292404
BMU;BOG;2;1;7107
BLR;BOG;3384;3370;13336259
BLR;BOG;26270;26324;104161232
BLR;BOG;69500;23706;94821986
BLR;BOG;7400;1417;5667872
BLR;BOG;38550;7553;30213280
BLR;BOG;7700;2833;11286255
BLR;BOG;3000;570;2270395
BLR;BOG;640;235;936836
BLR;BOG;9600;3294;13177703
BLR;BOG;12800;2432;9727781
BLR;BOG;53250;17739;70954443
BLR;BOG;85150;16342;65368529
BLR;BOG;8000;1440;5662929
BLR;BOG;53200;9299;36573047
BLR;BOG;1024;3225;12897593
BLR;BOG;80;184;735725
BLR;BOG;11250;1462;5849868
BLR;BOG;8875;2537;10145739
BLR;BOG;2400;334;1338701
BLR;BOG;1200;163;645743
BLR;BOG;10800;1468;5811689
BLR;BOG;140;38;147424
BLR;BOG;314;474;1836809
BLR;BOG;655;345;1337508
BOL;BOG;706;17527;69208587
BOL;BOG;121;5554;21933231
BOL;BOG;80;584;2308711
BOL;BOG;3;41;166258
BOL;BOG;14;94;383405
BOL;BOG;639;2347;9495992
BOL;BOG;985;3650;14765255
BOL;BOG;835;10996;44481320
BOL;BOG;13;44;181428
BOL;BOG;95;377;1525695
BOL;BOG;31;402;1627715
BOL;BOG;70;291;1180799
BOL;BOG;80000;2328;8950717
BOL;BOG;200;31000;121378330
BOL;BOG;32;207;838816
BOL;BOG;273;943;3818647
BOL;BOG;14;59;240407
BOL;BOG;28;2009;7724223
BOL;BOG;4;10729;42010292
BOL;BOG;434;951;3769044
BOL;BOG;5600;12602;50154188
BOL;BOG;493;1233;4872182
BOL;BOG;395;740;2945285
BOL;BOG;26;59;236280
BOL;BOG;160;306;1212138
BOL;BOG;400;763;3029380
BOL;BOG;184;336;1327380
BOL;BOG;73;161;639422
BOL;BOG;77;183;724557
BOL;BOG;6;84;335978
BOL;BOG;125;1259;5014620
BOL;BOG;17;201;799639
BOL;BOG;93;9606;38860203
BOL;BOG;1003;3661;14337051
BOL;BOG;635;51347;206100052
BOL;BOG;383;28678;115121381
BOL;BOG;38400;2843;11246725
BOL;BOG;382;8712;35245840
BOL;BOG;1149;72025;287788937
BOL;BOG;33;2532;9960306
BOL;BOG;40;22000;87799360
BOL;BOG;274;27200;109671315
BOL;BOG;114;2809;11165181
BOL;BOG;2715;100936;401167252
BOL;BOG;1614;57714;228690123
BOL;BOG;54;1321;5273708
BOL;BOG;58;4402;17312047
BOL;BOG;44;3352;13182041
BOL;BOG;3460;153237;608459777
BOL;BOG;73;673;2684324
BOL;BOG;1488;10859;43255097
BOL;BOG;5;236;925607
BOL;BOG;104;3680;14657992
BOL;BOG;457;7665;30322334
BOL;BOG;36;269;1054086
BOL;BOG;25;145;582782
BOL;BOG;29;128;503386
BOL;BOG;243;1679;6617397
BOL;BOG;49;308;1232435
BOL;BOG;166;999;3859476
BOL;BOG;342;1189;4663797
BOL;BOG;214;914;3571236
BOL;BOG;638;1607;6333170
BOL;BOG;103;322;1289545
BOL;BOG;125;390;1558386
BOL;BOG;80;229;911294
BOL;BOG;1587;3778;14976845
BOL;BOG;449;1560;6208747
BOL;BOG;249;775;3078564
BOL;BOG;7;64;259183
BOL;BOG;23;239;920562
BOL;BOG;10;42;171536
BOL;BOG;73;336;1346218
BOL;BOG;69;333;1326324
BOL;BOG;248;2188;8509240
BOL;BOG;92;317;1239109
BOL;BOG;6;33;129646
BOL;BOG;16;99;391080
BOL;BOG;402;1598;6219736
BOL;BOG;33;221;850433
BOL;BOG;84;364;1406427
BOL;BOG;142;455;1823580
BOL;BOG;53;4707;18692638
BOL;BOG;24;566;2217229
BOL;BOG;4;3823;14969941
BOL;BOG;8;950;3720206
BOL;BOG;6;15;62734
BOL;BOG;4;12;48873
BOL;BOG;107;16588;67102149
BOL;BOG;112;5676;22460073
BOL;BOG;108;11032;44627918
BOL;BOG;125;5327;21316542
BOL;BOG;12;6445;26074193
BOL;BOG;545;12518;50364634
BOL;BOG;7;607;2428293
BOL;BOG;6;45;182374
BOL;BOG;82;555;2221683
BOL;BOG;15;94;376746
BOL;BOG;7;19;77668
BOL;BOG;30;147;591515
BOL;BOG;14;71;287798
BOL;BOG;143;400;1603091
BOL;BOG;227;481;1927365
BOL;BOG;5;52;207970
BOL;BOG;20;179;719697
BOL;BOG;6;16;64790
BOL;BOG;5;35;141979
BOL;BOG;58;535;2141054
BOL;BOG;13;364;1464448
BOL;BOG;33680;3180;12719067
BOL;BOG;206;11579;46124638
BOL;BOG;314;14072;56051046
BOL;BOG;34;258;1045284
BOL;BOG;97;647;2621140
BOL;BOG;16;100;406463
BOL;BOG;90;418;1691791
BOL;BOG;22;108;438744
BOL;BOG;59;321;1302399
BOL;BOG;13;54;221920
BOL;BOG;222;480;1942514
BOL;BOG;21;34;138467
BOL;BOG;16;72;293844
BOL;BOG;81;235;954024
BOL;BOG;13;28;116502
BOL;BOG;634;1349;5457365
BOL;BOG;198;847;3430063
BOL;BOG;253;792;3204097
BOL;BOG;9;93;378632
BOL;BOG;93;458;1853641
BOL;BOG;6;22;90532
BOL;BOG;66;634;2567905
BOL;BOG;4;23;96276
BOL;BOG;36;170;689467
BOL;BOG;65;269;1091198
BOL;BOG;19;1590;6434771
BOL;BOG;4;4637;18473371
BOL;BOG;1;1848;7361372
BOL;BOG;129;1433;5479290
BOL;BOG;92;651;2488154
BOL;BOG;1;25;96315
BOL;BOG;36;3339;12926771
BOL;BOG;233;11783;45619231
BOL;BOG;130;1755;6794394
BOL;BOG;838;4013;15987208
BOL;BOG;174;410;1638268
BOL;BOG;559;1535;6127350
BOL;BOG;1356;8520;32986612
BOL;BOG;729;5365;21404294
BOL;BOG;12;86;336351
BOL;BOG;17;124;480834
BOL;BOG;1;15185;58789013
BOL;BOG;440;2139;8449164
BOL;BOG;1232;10161;40184314
BOL;BOG;67;2284;9025853
BOL;BOG;6;187;742543
BOL;BOG;333;4455;17593783
BOL;BOG;110;347;1373481
BOL;BOG;246;1028;4070007
BOL;BOG;25;489;1946827
BOL;BOG;264;5673;22447404
BOL;BOG;23;485;1920136
BOL;BOG;27;568;2250130
BOL;BOG;1585;33354;131960190
BOL;BOG;193;361;1428107
BOL;BOG;8;44;177170
BOL;BOG;67;1417;5608944
BOL;BOG;262;15667;61993407
BOL;BOG;276;13540;53574688
BOL;BOG;9;94;373176
BOL;BOG;1;27;107545
BOL;BOG;9;360;1428232
BOL;BOG;887;116867;462415224
BOL;BOG;318;7057;27632285
BOL;BOG;32;1120;4431571
BOL;BOG;367;5276;20848567
BOL;BOG;291;6094;24115186
BOL;BOG;1;36;143016
BOL;BOG;116;2439;9653307
BOL;BOG;15;1522;6014570
BOL;BOG;1;36;142344
BOL;BOG;4;277;1095917
BOL;BOG;57;2073;8025709
BOL;BOG;33;405;1600106
BOL;BOG;518;3851;14718714
BOL;BOG;25;2450;9910789
BOL;BOG;20;15638;63259150
BOL;BOG;21;2163;8749810
BOL;BOG;1207;9358;37276189
BOL;BOG;300;41661;159230425
BOL;BOG;322;6132;24181814
BOL;BOG;166;2867;11305455
BOL;BOG;9;178;703633
BOL;BOG;168;7077;27905690
BOL;BOG;28;431;1702127
BOL;BOG;1;2409;9502189
BOL;BOG;100;2272;8958564
BOL;BOG;8;340;1342838
BOL;BOG;681;521853;2047628550
BOL;BOG;132;2748;10759601
BOL;BOG;20;354;1386062
BOL;BOG;242;8712;34111226
BOL;BUN;11229;92530;366032996
BOL;BUN;210;8972;35481176
BOL;BUN;779;19355;76320381
BOL;BUN;15;390;1543334
BOL;BUN;3243;20563;81260218
BOL;BUN;55;200;787863
BOL;BUN;462;1600;6265510
BOL;BUN;155;886;3489928
BOL;BUN;299;12018;47329465
BOL;BUN;41;1028;4034469
BOL;BUN;18;470;1880197
BOL;BUN;4409;22325;88024947
BOL;BUN;637;1886;7416984
BOL;BUN;661;8612;33804059
BOL;BUN;1322;5180;20656637
BOL;BUN;48;572;2283439
BOL;BUN;11;264;1035239
BOL;BUN;4;336;1323534
BOL;BUN;2;85;339626
BOL;BUN;19;157;631745
BOL;BUN;50;58;234280
BRA;BOG;205;1142;4483229
BRA;BOG;182500;7857;30894755
BRA;BOG;30;63418;252563180
BRA;BOG;38725;14823;59638053
BRA;BOG;8100;963;3874351
BRA;BOG;21675;7645;29221483
BRA;BOG;41700;1459;5813407
BRA;BOG;4300;1272;5054708
BRA;BOG;31680;3168;12643107
BRA;BOG;5496;23761;92508140
BRA;BOG;473;158400;621841968
BRA;BOG;26100;4327;16942848
BRA;BOG;20;1991;7932263
BRA;BOG;2088;8247;32626515
BRA;BOG;78;213;843393
BRA;BOG;2400;10311;40790661
BRA;BOG;3518;10851;42926045
BRA;BOG;34;1500;5965792
BRA;BOG;1882;9597;38229038
BRA;BOG;361000;40853;164360198
BRA;BOG;583;24628;95346070
BRA;BOG;2066;87128;337311695
BRA;BOG;68;2509;9650165
BRA;BOG;120;3120;12345091
BRA;BOG;7;37503;149990623
BRA;BOG;1535;5963;23545420
BRA;BOG;2;160;638328
BRA;BOG;28935;20540;81804253
BRA;BOG;0;33;130900
BRA;BOG;59;2591;10363058
BRA;BOG;4;1546;6115790
BRA;BOG;14;417;1646541
BRA;BOG;53;1359;5377188
BRA;BOG;7000;1249;4996058
BRA;BOG;13;384;1522934
BRA;BOG;4;1474;5708995
BRA;BOG;1;3763;14885976
BRA;BOG;19;168;664587
BRA;BOG;5;1714;6780378
BRA;BOG;2;536;2120351
BRA;BOG;2;4693;18729199
BRA;BOG;6;502;1985851
BRA;BOG;2;214;846558
BRA;BOG;4;14;55382
BRA;BOG;2;42;166146
BRA;BOG;6;407;1613171
BRA;BOG;10;4418;17477077
BRA;BOG;2;6;23735
BRA;BOG;44;457;1811365
BRA;BOG;2;60;237352
BRA;BOG;4;408;1613999
BRA;BOG;1;20000;79970200
BRA;BOG;1;50;199157
BRA;BOG;97;1075;4109468
BRA;BOG;33;232;888626
BRA;BOG;1;1205;4821912
BRA;BOG;1;38190;152118729
BRA;BOG;1;24456;97412115
BRA;BOG;1;24456;97412115
BRA;BOG;2;15445;61621352
BRA;BOG;81;896;3424556
BRA;BOG;33;232;888626
BRA;BOG;500;1577;6105276
BRA;BOG;1;259772;992861954
BRA;BOG;22325;8595;34293111
BRA;BOG;45;148;592448
BRA;BOG;932;4219;16809407
BRA;BOG;1842;10521;41929513
BRA;BOG;2901;18069;71961624
BRA;BOG;50;156;615972
BRA;BOG;485;11776;46997919
BRA;BOG;4;6736;25901869
BRA;BOG;3;13986;53774243
BRA;BOG;1;272;1075266
BRA;BOG;974;4777;18903657
BRA;BOG;1;137;543990
BRA;BOG;1;338;1334606
BRA;BOG;1;12;48764
BRA;BOG;900;5769;22747340
BRA;BOG;1;10916;43549927
BRA;BOG;6;55;221917
BRA;BOG;4;1007;4028738
BRA;BOG;3;1207;4827121
BRA;BOG;1;20;83408
BRA;BOG;4;693;2774805
BRA;BOG;292;8984;35923333
BRA;BOG;1650;2832;11325779
BRA;BOG;5;5001;19996708
BRA;BOG;30;1581;6324043
BRA;BOG;46;173;693421
BRA;BOG;45;22713;90818517
BRA;BOG;3266;25463;101817858
BRA;BOG;402;4561;18238323
BRA;BOG;36;10378;41498136
BRA;BOG;5;5251;20996775
BRA;BOG;62;5235;20933559
BRA;BOG;1000;300;1180366
BRA;BOG;119;147528;587628264
BRA;BOG;24;84;337716
BRA;BOG;584;2666;10617345
BRA;BOG;96;297;1185192
BRA;BOG;750;4244;16904916
BRA;BOG;652;3797;15123145
BRA;BOG;32;136;541620
BRA;BOG;20;80;319874
BRA;BOG;373;241336;945199872
BRA;BOG;32;400;1582704
BRA;BOG;2;32620;131237432
BRA;BOG;196;355;1404649
BRA;BOG;0;119;478829
BRA;BOG;18;281;1103329
BRA;BOG;5200;4218797;16559499732
BRA;BOG;104173;980;3884786
BGR;BOG;55;15054;60207419
CMR;BOG;67;288;1151835
CAN;BOG;40;56;223020
CAN;BOG;45;16;68193
CAN;BOG;16;22;90522
CAN;BOG;82;1688;6790519
CAN;BOG;172;4149;16410495
CAN;BOG;1154;40905;162720635
CAN;BOG;383;10412;41519575
CAN;BOG;172;3536;14011669
CAN;BOG;415;9799;38778716
CAN;BOG;12;55;218995
CAN;BOG;525;4093;16367900
CAN;BOG;3201;25998;103955662
CAN;BOG;12;101;410589
CAN;BOG;43;991;3947500
CAN;BOG;13;387;1518048
CAN;BOG;25;333;1317500
CAN;BOG;40;155;619300
CAN;BOG;21;82;325625
CAN;BOG;40;1900;7574870
CAN;BOG;8;114;457185
CAN;BOG;30;461;1844912
CAN;BOG;41;621;2471747
CAN;BOG;114;2084;8290285
CAN;BOG;10;16;62812
CAN;BOG;6;56;219843
